Filippino Word,English Word,Pronunciation,Example Context,Example English,Survival,Difficulty Level,Icon,Audio Link,Real Audio
Viral, Viral, vi-ral, Naging viral ang kanyang video., His video went viral.,,3,🟠,https://example.com/audio/tagalog/viral.mp3,./tagalog_audio/viral.mp3
Visa, Visa, vi-sa, Kailangan niya ng visa para makabiyahe., He needs a visa to travel.,,1,🟢,https://example.com/audio/tagalog/visa.mp3,./tagalog_audio/visa.mp3
Vitamin, Vitamin, vi-ta-min, Uminom siya ng vitamin araw-araw., He takes vitamins every day.,,3,🟠,https://example.com/audio/tagalog/vitamin.mp3,./tagalog_audio/vitamin.mp3
Vocal, Vocal, vo-kal, Vocal siya tungkol sa kanyang opinyon., He is vocal about his opinion.,,3,🟠,https://example.com/audio/tagalog/vocal.mp3,./tagalog_audio/vocal.mp3
Volante, Steering wheel, vo-lan-te, Hawak niya ang volante habang nagmamaneho., He is holding the steering wheel while driving.,,3,🟠,https://example.com/audio/tagalog/volante.mp3,./tagalog_audio/volante.mp3
Voto, Vote, vo-to, Mahalaga ang iyong voto sa eleksyon., Your vote is important in the election.,,1,🟢,https://example.com/audio/tagalog/voto.mp3,./tagalog_audio/voto.mp3
Wagas, Pure/True, wa-gas, Wagas ang kanyang pagmamahal., His love is pure.,,3,🟠,https://example.com/audio/tagalog/wagas.mp3,./tagalog_audio/wagas.mp3
Wakas, End, wa-kas, Nakarating na tayo sa wakas ng kwento., We have reached the end of the story.,,3,🟠,https://example.com/audio/tagalog/wakas.mp3,./tagalog_audio/wakas.mp3
Wala, None, wa-la, Wala siyang dalang pera ngayon., He has no money with him today.,,1,🟢,https://example.com/audio/tagalog/wala.mp3,./tagalog_audio/wala.mp3
Walang, Without, wa-lang, Walang tubig sa gripo ngayon., There is no water in the faucet today.,,3,🟠,https://example.com/audio/tagalog/walang.mp3,./tagalog_audio/walang.mp3
Walang anuman, You're welcome, wa-lang a-nu-man, masaya akong makatulong!, You're welcome -  I'm happy to help!,1.0,3,🟠,https://example.com/audio/tagalog/walang_anuman.mp3,./tagalog_audio/walang_anuman.mp3
Walang-hanggan,Eternal,wa-lang hang-gan,Ang pag-ibig ng Diyos ay walang-hanggan.,God's love is eternal.,,3,🟠,https://example.com/audio/tagalog/walang-hanggan.mp3,./tagalog_audio/walang-hanggan.mp3
Walanghiya, Shameless, wa-lang-hi-ya, Walanghiya ang taong nagsinungaling., The person who lied is shameless.,,3,🟠,https://example.com/audio/tagalog/walanghiya.mp3,./tagalog_audio/walanghiya.mp3
Walang-kibo, Silent, wa-lang-ki-bo, Nananatiling walang-kibo ang bata., The child remains silent.,,3,🟠,https://example.com/audio/tagalog/walang-kibo.mp3,./tagalog_audio/walang-kibo.mp3
Walang-laban,Defenseless,wa-lang la-ban,Ang bata ay walang-laban sa panganib.,The child is defenseless against danger.,,3,🟠,https://example.com/audio/tagalog/walang-laban.mp3,./tagalog_audio/walang-laban.mp3
Walang-malay, Unconscious/Innocent, wa-lang-ma-lay, Walang-malay ang sanggol sa mundo., The baby is innocent about the world.,,3,🟠,https://example.com/audio/tagalog/walang-malay.mp3,./tagalog_audio/walang-malay.mp3
Walang-pakialam, Indifferent, wa-lang-pa-ki-a-lam, Walang-pakialam siya sa problema ng iba., He is indifferent to the problems of others.,,3,🟠,https://example.com/audio/tagalog/walang-pakialam.mp3,./tagalog_audio/walang-pakialam.mp3
Walang-saysay, Meaningless, wa-lang-say-say, Walang-saysay ang kanyang mga sinabi., His words are meaningless.,,3,🟠,https://example.com/audio/tagalog/walang-saysay.mp3,./tagalog_audio/walang-saysay.mp3
Walang-tigil, Non-stop, wa-lang-ti-gil, Walang-tigil ang ulan buong araw., The rain was non-stop the whole day.,,3,🟠,https://example.com/audio/tagalog/walang-tigil.mp3,./tagalog_audio/walang-tigil.mp3
Walang-tulog,Sleepless,wa-lang tu-log,Walang-tulog siya kagabi dahil sa trabaho.,He was sleepless last night because of work.,,3,🟠,https://example.com/audio/tagalog/walang-tulog.mp3,./tagalog_audio/walang-tulog.mp3
Walis, Broom, wa-lis, Ginamit niya ang walis sa paglilinis ng sahig., He used a broom to clean the floor.,,3,🟠,https://example.com/audio/tagalog/walis.mp3,./tagalog_audio/walis.mp3
Walo, Eight, wa-lo,,,1.0,1,🟢,https://example.com/audio/tagalog/walo.mp3,./tagalog_audio/walo.mp3
Walong, Eight, wa-long, May walong bisita sa bahay namin., There are eight visitors in our house.,,3,🟠,https://example.com/audio/tagalog/walong.mp3,./tagalog_audio/walong.mp3
Walongpung, Eighty, wa-long-pung, May walongpung estudyante sa paaralan., There are eighty students in the school.,,3,🟠,https://example.com/audio/tagalog/walongpung.mp3,./tagalog_audio/walongpung.mp3
Wasto, Correct, was-to, Wasto ang kanyang sagot sa tanong., His answer to the question is correct.,,3,🟠,https://example.com/audio/tagalog/wasto.mp3,./tagalog_audio/wasto.mp3
Watawat, Flag, wa-ta-wat, Itaas natin ang watawat ng Pilipinas., Let's raise the flag of the Philippines.,,3,🟠,https://example.com/audio/tagalog/watawat.mp3,./tagalog_audio/watawat.mp3
Wisik, Sprinkle, wi-sik, Wisikan mo ng tubig ang halaman., Sprinkle water on the plant.,,3,🟠,https://example.com/audio/tagalog/wisik.mp3,./tagalog_audio/wisik.mp3
Xenon,A type of gas,xe-non,Ginagamit ang xenon sa ilaw ng sasakyan.,Xenon is used in car lights.,,3,🟠,https://example.com/audio/tagalog/xenon.mp3,./tagalog_audio/xenon.mp3
Xenophobia, Fear of foreigners, ze-no-fo-bya, Ang xenophobia ay hindi maganda sa isang lipunan., Xenophobia is not good for a society.,,3,🟠,https://example.com/audio/tagalog/xenophobia.mp3,./tagalog_audio/xenophobia.mp3
Xerox, Photocopy, ze-roks, Nagpa-Xerox siya ng kanyang dokumento., He had his document photocopied.,,3,🟠,https://example.com/audio/tagalog/xerox.mp3,./tagalog_audio/xerox.mp3
X-ray, X-ray, eks-rey, Kinailangan niyang magpa-X-ray sa ospital., He needed to get an X-ray at the hospital.,,3,🟠,https://example.com/audio/tagalog/x-ray.mp3,./tagalog_audio/x-ray.mp3
Xylitol, Sugar substitute, zai-li-tol, Gumagamit siya ng xylitol bilang pampatamis., He uses xylitol as a sweetener.,,3,🟠,https://example.com/audio/tagalog/xylitol.mp3,./tagalog_audio/xylitol.mp3
Xylophone,Xylophone,ksi-lo-pon,Ang bata ay nagpatugtog ng xylophone.,The child played the xylophone.,,3,🟠,https://example.com/audio/tagalog/xylophone.mp3,./tagalog_audio/xylophone.mp3
Yabong, Flourish, ya-bong, Yumayabong ang kanyang halaman sa hardin., His plants in the garden are flourishing.,,3,🟠,https://example.com/audio/tagalog/yabong.mp3,./tagalog_audio/yabong.mp3
Yakap, Hug, ya-kap, Mahigpit ang yakap ng bata sa kanyang ina., The child's hug to his mother is tight.,,3,🟠,https://example.com/audio/tagalog/yakap.mp3,./tagalog_audio/yakap.mp3
Yaman, Wealth, ya-man, Ang tunay na yaman ay ang pamilya., True wealth is family.,,3,🟠,https://example.com/audio/tagalog/yaman.mp3,./tagalog_audio/yaman.mp3
Yapos, Embrace, ya-pos, Ibinigay niya ang mainit na yapos sa kanyang anak., He gave a warm embrace to his child.,,3,🟠,https://example.com/audio/tagalog/yapos.mp3,./tagalog_audio/yapos.mp3
Yari, Made of, ya-ri, Ang bahay nila ay yari sa kahoy., Their house is made of wood.,,1,🟢,https://example.com/audio/tagalog/yari.mp3,./tagalog_audio/yari.mp3
Yate, Yacht, ya-te, Sumakay sila sa yate sa dagat., They rode the yacht on the sea.,,1,🟢,https://example.com/audio/tagalog/yate.mp3,./tagalog_audio/yate.mp3
Yaya, Nanny, ya-ya, Mahalaga ang yaya sa pag-aalaga ng bata., The nanny is important in taking care of the child.,,1,🟢,https://example.com/audio/tagalog/yaya.mp3,./tagalog_audio/yaya.mp3
Yelo,Ice,ye-lo,Matigas ang yelo sa baso.,The ice in the glass is hard.,,1,🟢,https://example.com/audio/tagalog/yelo.mp3,./tagalog_audio/yelo.mp3
Yelo tubig, Ice water, ye-lo tu-big, Uminom siya ng yelo tubig para lumamig., He drank ice water to cool down.,,3,🟠,https://example.com/audio/tagalog/yelo_tubig.mp3,./tagalog_audio/yelo_tubig.mp3
Yugto, Stage (phase) / Chapter, yug-to, Nasa bagong yugto siya ng kanyang buhay., He is in a new stage of his life.,,3,🟠,https://example.com/audio/tagalog/yugto.mp3,./tagalog_audio/yugto.mp3
Yuko,Bow,yu-ko,Yumuko siya bilang tanda ng respeto.,He bowed as a sign of respect.,,1,🟢,https://example.com/audio/tagalog/yuko.mp3,./tagalog_audio/yuko.mp3
Yumuko, Bowed, yu-mu-ko, Yumuko siya bilang respeto., He bowed as a sign of respect.,,3,🟠,https://example.com/audio/tagalog/yumuko.mp3,./tagalog_audio/yumuko.mp3
Zapatos, Shoes, za-pa-tos, Suot niya ang kanyang bagong zapatos., He is wearing his new shoes.,,3,🟠,https://example.com/audio/tagalog/zapatos.mp3,./tagalog_audio/zapatos.mp3
Zebra,Zebra,ze-bra,May zebra sa zoo.,There is a zebra in the zoo.,,3,🟠,https://example.com/audio/tagalog/zebra.mp3,./tagalog_audio/zebra.mp3
Zen,Peaceful state,zen,Gusto ko ng zen sa buhay ko.,I want peace in my life.,,1,🟢,https://example.com/audio/tagalog/zen.mp3,./tagalog_audio/zen.mp3
Zero, Zero, ze-ro, Ang temperatura ay bumaba sa zero., The temperature dropped to zero.,,1,🟢,https://example.com/audio/tagalog/zero.mp3,./tagalog_audio/zero.mp3
Zinc,Zinc,zink,Mahalaga ang zinc sa katawan.,Zinc is important for the body.,,1,🟢,https://example.com/audio/tagalog/zinc.mp3,./tagalog_audio/zinc.mp3
Zipper,Zipper,zi-per,Nasira ang zipper ng jacket ko.,The zipper of my jacket is broken.,,3,🟠,https://example.com/audio/tagalog/zipper.mp3,./tagalog_audio/zipper.mp3
Zodiak, Zodiac, zo-di-ak, Ano ang iyong tanda sa zodiak?, What is your zodiac sign?,,3,🟠,https://example.com/audio/tagalog/zodiak.mp3,./tagalog_audio/zodiak.mp3
Zona, Zone, zo-na, Nakatira siya sa tahimik na zona ng lungsod., He lives in a quiet zone of the city.,,1,🟢,https://example.com/audio/tagalog/zona.mp3,./tagalog_audio/zona.mp3
Zumba, Zumba, zum-ba, Sumasali siya sa zumba tuwing umaga., He joins zumba every morning.,,3,🟠,https://example.com/audio/tagalog/zumba.mp3,./tagalog_audio/zumba.mp3
ako,I,a-ko,Ako si Michael.,I am Michael.,,1,🟢,https://example.com/audio/tagalog/ako.mp3,./tagalog_audio/ako.mp3
ikaw,you,i-kaw,Ikaw ba si Jane?,Are you Jane?,,1,🟢,https://example.com/audio/tagalog/ikaw.mp3,./tagalog_audio/ikaw.mp3
siya,he/she,si-ya,Siya ay masaya.,He/She is happy.,,1,🟢,https://example.com/audio/tagalog/siya.mp3,./tagalog_audio/siya.mp3
kami,we (exclusive),ka-mi,Kami ay aalis na.,We are leaving.,,1,🟢,https://example.com/audio/tagalog/kami.mp3,./tagalog_audio/kami.mp3
tayo,we (inclusive),ta-yo,Tayo ay kakain.,We will eat.,,1,🟢,https://example.com/audio/tagalog/tayo.mp3,./tagalog_audio/tayo.mp3
oo,yes,o-o,"Oo, gusto ko.","Yes, I like it.",,1,🟢,https://example.com/audio/tagalog/oo.mp3,./tagalog_audio/oo.mp3
hindi,no,hin-di,Hindi ako gutom.,I am not hungry.,,1,🟢,https://example.com/audio/tagalog/hindi.mp3,./tagalog_audio/hindi.mp3
salamat,thank you,sa-la-mat,Salamat sa tulong mo.,Thank you for your help.,,1,🟢,https://example.com/audio/tagalog/salamat.mp3,./tagalog_audio/salamat.mp3
pasensya,sorry,pa-sen-sya,Pasensya na po.,I’m sorry.,,1,🟢,https://example.com/audio/tagalog/pasensya.mp3,./tagalog_audio/pasensya.mp3
gusto,want/like,gus-to,Gusto ko ng kape.,I want coffee.,,1,🟢,https://example.com/audio/tagalog/gusto.mp3,./tagalog_audio/gusto.mp3
kain,eat,ka-in,Kain tayo!,Let’s eat!,,1,🟢,https://example.com/audio/tagalog/kain.mp3,./tagalog_audio/kain.mp3
tulog,sleep,tu-log,Matulog ka na.,Go to sleep now.,,1,🟢,https://example.com/audio/tagalog/tulog.mp3,./tagalog_audio/tulog.mp3
lakad,walk,la-kad,Maglakad tayo sa parke.,Let’s walk in the park.,,2,🟡,https://example.com/audio/tagalog/lakad.mp3,./tagalog_audio/lakad.mp3
takbo,run,tak-bo,Takbo tayo!,Let’s run!,,2,🟡,https://example.com/audio/tagalog/takbo.mp3,./tagalog_audio/takbo.mp3
bahay,house,ba-hay,Nasa bahay ako.,I’m at home.,,1,🟢,https://example.com/audio/tagalog/bahay.mp3,./tagalog_audio/bahay.mp3
tubig,water,tu-big,Uminom ka ng tubig.,Drink some water.,,1,🟢,https://example.com/audio/tagalog/tubig.mp3,./tagalog_audio/tubig.mp3
pagkain,food,pag-ka-in,Masarap ang pagkain.,The food is delicious.,,1,🟢,https://example.com/audio/tagalog/pagkain.mp3,./tagalog_audio/pagkain.mp3
aso,dog,a-so,May alaga akong aso.,I have a pet dog.,,1,🟢,https://example.com/audio/tagalog/aso.mp3,./tagalog_audio/aso.mp3
pusa,cat,pu-sa,Ang pusa ay natutulog.,The cat is sleeping.,,1,🟢,https://example.com/audio/tagalog/pusa.mp3,./tagalog_audio/pusa.mp3
maganda,beautiful,ma-gan-da,Maganda ang araw ngayon.,It’s a beautiful day.,,2,🟡,https://example.com/audio/tagalog/maganda.mp3,./tagalog_audio/maganda.mp3
maliit,small,ma-li-it,Maliit ang bahay niya.,His/Her house is small.,,2,🟡,https://example.com/audio/tagalog/maliit.mp3,./tagalog_audio/maliit.mp3
malaki,big,ma-la-ki,Malaki ang aso nila.,Their dog is big.,,2,🟡,https://example.com/audio/tagalog/malaki.mp3,./tagalog_audio/malaki.mp3
isa,one,i-sa,Isa lang ang gusto ko.,I only want one.,,1,🟢,https://example.com/audio/tagalog/isa.mp3,./tagalog_audio/isa.mp3
dalawa,two,da-la-wa,Dalawa ang anak niya.,He/She has two kids.,,1,🟢,https://example.com/audio/tagalog/dalawa.mp3,./tagalog_audio/dalawa.mp3
tatlo,three,tat-lo,Tatlo ang kaibigan ko.,I have three friends.,,1,🟢,https://example.com/audio/tagalog/tatlo.mp3,./tagalog_audio/tatlo.mp3
pula,red,pu-la,Pula ang damit mo.,Your shirt is red.,,2,🟡,https://example.com/audio/tagalog/pula.mp3,./tagalog_audio/pula.mp3
asul,blue,a-sul,Asul ang langit.,The sky is blue.,,2,🟡,https://example.com/audio/tagalog/asul.mp3,./tagalog_audio/asul.mp3
berde,green,ber-de,Berde ang damo.,The grass is green.,,2,🟡,https://example.com/audio/tagalog/berde.mp3,./tagalog_audio/berde.mp3
puti,white,pu-ti,Puti ang papel.,The paper is white.,,2,🟡,https://example.com/audio/tagalog/puti.mp3,./tagalog_audio/puti.mp3
itim,black,i-tim,Itim ang buhok niya.,His/Her hair is black.,,2,🟡,https://example.com/audio/tagalog/itim.mp3,./tagalog_audio/itim.mp3
ito,this,i-to,Ito ang gusto ko.,This is what I want.,,1,🟢,https://example.com/audio/tagalog/ito.mp3,./tagalog_audio/ito.mp3
iyan,that,i-yan,Iyan ang bahay niya.,That is his/her house.,,1,🟢,https://example.com/audio/tagalog/iyan.mp3,./tagalog_audio/iyan.mp3
saan,where,sa-an,Saan ka pupunta?,Where are you going?,,1,🟢,https://example.com/audio/tagalog/saan.mp3,./tagalog_audio/saan.mp3
kailan,when,ka-i-lan,Kailan ang party?,When is the party?,,1,🟢,https://example.com/audio/tagalog/kailan.mp3,./tagalog_audio/kailan.mp3
bakit,why,ba-kit,Bakit ka umiiyak?,Why are you crying?,,1,🟢,https://example.com/audio/tagalog/bakit.mp3,./tagalog_audio/bakit.mp3
paano,how,pa-a-no,Paano ito gawin?,How do you do this?,,1,🟢,https://example.com/audio/tagalog/paano.mp3,./tagalog_audio/paano.mp3
lunes,monday,lu-nes,May klase ako tuwing Lunes.,I have class every Monday.,,2,🟡,https://example.com/audio/tagalog/lunes.mp3,./tagalog_audio/lunes.mp3
martes,tuesday,mar-tes,Martes ang pulong.,The meeting is on Tuesday.,,2,🟡,https://example.com/audio/tagalog/martes.mp3,./tagalog_audio/martes.mp3
miyerkules,wednesday,mi-yer-ku-les,Miyerkules ang holiday.,Wednesday is the holiday.,,2,🟡,https://example.com/audio/tagalog/miyerkules.mp3,./tagalog_audio/miyerkules.mp3
huwebes,thursday,hu-we-bes,Huwebes ang eksam.,The exam is on Thursday.,,2,🟡,https://example.com/audio/tagalog/huwebes.mp3,./tagalog_audio/huwebes.mp3
biyernes,friday,bi-yer-nes,Biyernes ang petsa.,Friday is the date.,,2,🟡,https://example.com/audio/tagalog/biyernes.mp3,./tagalog_audio/biyernes.mp3
sabado,saturday,sa-ba-do,Sabado ang outing namin.,Our outing is on Saturday.,,1,🟢,https://example.com/audio/tagalog/sabado.mp3,./tagalog_audio/sabado.mp3
linggo,sunday/week,ling-go,Linggo ang pahinga ko.,Sunday is my rest day.,,1,🟢,https://example.com/audio/tagalog/linggo.mp3,./tagalog_audio/linggo.mp3
masaya,happy,ma-sa-ya,Masaya ako ngayon.,I’m happy today.,,1,🟢,https://example.com/audio/tagalog/masaya.mp3,./tagalog_audio/masaya.mp3
malungkot,sad,ma-lung-kot,Malungkot siya.,He/She is sad.,,1,🟢,https://example.com/audio/tagalog/malungkot.mp3,./tagalog_audio/malungkot.mp3
galit,angry,ga-lit,Galit si mama.,Mom is angry.,,1,🟢,https://example.com/audio/tagalog/galit.mp3,./tagalog_audio/galit.mp3
pagod,tired,pa-god,Pagod na ako.,I’m tired.,,1,🟢,https://example.com/audio/tagalog/pagod.mp3,./tagalog_audio/pagod.mp3
gutom,hungry,gu-tom,Gutom na kami.,We are hungry.,,1,🟢,https://example.com/audio/tagalog/gutom.mp3,./tagalog_audio/gutom.mp3
uhaw,thirsty,u-haw,Uhaw siya.,He/She is thirsty.,,1,🟢,https://example.com/audio/tagalog/uhaw.mp3,./tagalog_audio/uhaw.mp3
oras,time/hour,o-ras,Anong oras na?,What time is it?,,2,🟡,https://example.com/audio/tagalog/oras.mp3,./tagalog_audio/oras.mp3
ngayon,now,nga-yon,Ngayon ang simula.,Now is the beginning.,,1,🟢,https://example.com/audio/tagalog/ngayon.mp3,./tagalog_audio/ngayon.mp3
mamaya,later,ma-ma-ya,Mamaya na lang.,Later.,,1,🟢,https://example.com/audio/tagalog/mamaya.mp3,./tagalog_audio/mamaya.mp3
kanina,earlier,ka-ni-na,Kanina siya dumating.,He/She arrived earlier.,,2,🟡,https://example.com/audio/tagalog/kanina.mp3,./tagalog_audio/kanina.mp3
bukas,tomorrow,bu-kas,Bukas ang exam.,The exam is tomorrow.,,1,🟢,https://example.com/audio/tagalog/bukas.mp3,./tagalog_audio/bukas.mp3
kahapon,yesterday,ka-ha-pon,Kahapon ako bumili.,I bought it yesterday.,,2,🟡,https://example.com/audio/tagalog/kahapon.mp3,./tagalog_audio/kahapon.mp3
apat,four,a-pat,Apat ang bola.,There are four balls.,,1,🟢,https://example.com/audio/tagalog/apat.mp3,./tagalog_audio/apat.mp3
lima,five,li-ma,Lima ang daliri ko.,I have five fingers.,,1,🟢,https://example.com/audio/tagalog/lima.mp3,./tagalog_audio/lima.mp3
anim,six,a-nim,Anim ang aso sa labas.,There are six dogs outside.,,1,🟢,https://example.com/audio/tagalog/anim.mp3,./tagalog_audio/anim.mp3
pito,seven,pi-to,Pito kaming magkakapatid.,We are seven siblings.,,1,🟢,https://example.com/audio/tagalog/pito.mp3,./tagalog_audio/pito.mp3
walo,eight,wa-lo,Walo ang upuan.,There are eight chairs.,,1,🟢,https://example.com/audio/tagalog/walo.mp3,./tagalog_audio/walo.mp3
siyam,nine,si-yam,Siyam ang estudyante.,There are nine students.,,1,🟢,https://example.com/audio/tagalog/siyam.mp3,./tagalog_audio/siyam.mp3
sampu,ten,sam-pu,Sampu ang prutas.,There are ten fruits.,,1,🟢,https://example.com/audio/tagalog/sampu.mp3,./tagalog_audio/sampu.mp3
labing-isa,eleven,la-bing-i-sa,Labing-isa ang bisita.,There are eleven guests.,,2,🟡,https://example.com/audio/tagalog/labing-isa.mp3,./tagalog_audio/labing-isa.mp3
labing-dalawa,twelve,la-bing-da-la-wa,Labing-dalawa ang kotse.,There are twelve cars.,,2,🟡,https://example.com/audio/tagalog/labing-dalawa.mp3,./tagalog_audio/labing-dalawa.mp3
dalawampu,twenty,da-la-wam-pu,Dalawampu ang libro.,There are twenty books.,,2,🟡,https://example.com/audio/tagalog/dalawampu.mp3,./tagalog_audio/dalawampu.mp3
tatlumpu,thirty,tat-lum-pu,Tatlumpu ang estudyante.,There are thirty students.,,2,🟡,https://example.com/audio/tagalog/tatlumpu.mp3,./tagalog_audio/tatlumpu.mp3
apatnapu,forty,a-pat-na-pu,Apatnapu ang bisita.,There are forty visitors.,,2,🟡,https://example.com/audio/tagalog/apatnapu.mp3,./tagalog_audio/apatnapu.mp3
limampu,fifty,li-mam-pu,Limampu ang tickets.,There are fifty tickets.,,2,🟡,https://example.com/audio/tagalog/limampu.mp3,./tagalog_audio/limampu.mp3
animnapu,sixty,a-nim-na-pu,Animnapu ang kahon.,There are sixty boxes.,,2,🟡,https://example.com/audio/tagalog/animnapu.mp3,./tagalog_audio/animnapu.mp3
pitumpu,seventy,pi-tum-pu,Pitumpu ang pangalan.,There are seventy names.,,2,🟡,https://example.com/audio/tagalog/pitumpu.mp3,./tagalog_audio/pitumpu.mp3
walumpu,eighty,wa-lum-pu,Walumpu ang estudyante.,There are eighty students.,,2,🟡,https://example.com/audio/tagalog/walumpu.mp3,./tagalog_audio/walumpu.mp3
